id,address,city,state,zip,state,county,tract,longitude,latitude
964,1050 S Commercial Ave, Smithville, MO,64089,29,47,22000,-91.885294,39.172134
965,1601 S 169 Hwy, Smithville, MO,64089,29,47,22000,-92.472728,39.428471
966,303 N US 169, Smithville, MO,64089,29,47,22000,-92.425661,39.402004
967,609 E Cherry St, Springfield, MO,65806,29,77,100,-91.894513,39.163339
968,452 S Grant Ave, Springfield, MO,65806,29,77,100,-93.921052,36.930031
969,531 S Jefferson Ave, Springfield, MO,65806,29,77,100,-92.426411,39.431329
970,506 S Grant Ave, Springfield, MO,65806,29,77,100,-93.942361,36.925428
971,625 S Jefferson Ave, Springfield, MO,65806,29,77,100,-93.911454,36.924286
972,500 South Ave, Springfield, MO,65806,29,77,100,-91.732089,39.65564
973,1381 E Division St, Springfield, MO,65803,29,77,800,-93.911453,36.924305
975,1722 N National Ave, Springfield, MO,65803,29,77,800,-91.514993,38.985179
976,1630 N Weller Ave, Springfield, MO,65803,29,77,800,-91.497227,38.968662
977,1722 N National Ave, Springfield, MO,65803,29,77,800,-95.231814,40.143003
978,1630 N Weller Ave, Springfield, MO,65803,29,77,800,-92.596847,37.968989
980,3520 S Culpepper Cir, Springfield, MO,65804,29,77,2700,-92.271151,37.132878
981,3540 S Culpepper Cir, Springfield, MO,65804,29,77,2700,-92.258024,37.13634
982,3555 S Fremont Ave, Springfield, MO,65804,29,77,2700,-92.263005,37.137744
983,1895 N Kansas Ave, Springfield, MO,65803,29,77,3300,-91.691664,36.995306
985,3039 N National Ave, Springfield, MO,65803,29,77,4400,-94.369799,36.869592
986,1264 US Highway 60 E, Republic, MO,65738,29,77,4802,-92.346349,37.438051
987,2354 N National Ave, Springfield, MO,65803,29,77,5500,-94.338012,36.819261
988,1100 E Kearney St, Springfield, MO,65803,29,77,5500,-94.365132,36.822012
989,409 W Main St, Willow Springs, MO,65793,29,91,90100,-94.352312,36.857796
990,10311 E 63rd St, Raytown, MO,64133,29,95,12701,-94.382425,36.855857
991,6321 Cedar Ave, Raytown, MO,64133,29,95,12701,-94.369916,36.868682
992,222 W Cedar Ave, Saint Louis, MO,63119,29,189,219300,-94.510506,36.837594
993,680 W Lockwood Ave, Webster Groves, MO,63119,29,189,219400,-94.421139,36.851405
994,5140 Patterson Rd, Saint Louis, MO,63129,29,189,220432,-94.510506,36.837594
995,2911 Yaeger Rd, Saint Louis, MO,63129,29,189,220432,-94.362996,37.858449
996,6790 Telegraph Rd, Saint Louis, MO,63129,29,189,220446,-92.08521,38.715254
997,10708 Lavinia Dr, Saint Louis, MO,63123,29,189,220702,-93.829363,37.116885
998,12836 Tesson Ferry Rd, Saint Louis, MO,63128,29,189,221302,-92.097102,38.720411
999,12545 Old Tesson Rd, Saint Louis, MO,63128,29,189,221302,-91.221774,38.60113
1001,100 N Sappington Rd, Saint Louis, MO,63122,29,189,221900,-94.342726,37.839449
1002,2300 Ables Rd, Sikeston, MO,63801,29,201,780600,-91.218553,38.602083
1003,138 N Prairie St, Sikeston, MO,63801,29,201,781300,-93.335175,40.377856
1004,307 N Prairie St, Sikeston, MO,63801,29,201,781300,-92.832198,37.392338
1005,315 Baker Ln, Sikeston, MO,63801,29,201,781300,-93.294809,37.039715
1006,217 E 1st St N, Wright City, MO,63390,29,219,820103,-89.527159,36.591351
1007,17 Sycamore Rd, Perryville, MO,63775,29,157,470200,-93.294547,37.072895
1008,357 Buckner Ct, Sedalia, MO,65301,29,159,480600,-93.294567,37.081373
1009,286 Eastlawn Ave, Saint Robert, MO,65584,29,169,470287,-93.289973,37.045995
1010,106 Bosa Dr, Saint Robert, MO,65584,29,169,470287,-93.317832,37.035646
1012,2000 Elm St, Saint Charles, MO,63301,29,183,310302,-93.283581,37.050467
1013,3545 Franks Dr, Saint Charles, MO,63301,29,183,310801,-93.317508,37.042743
1014,1601 Old South River Rd, Saint Charles, MO,63303,29,183,311003,-93.294712,37.042155
1015,1380 Triad Center Dr, Saint Peters, MO,63376,29,183,311221,-93.265142,37.047632
1016,1652 W Meyer Rd, Wentzville, MO,63385,29,183,312194,-93.294885,37.041177
1018,11914 Larimore Rd, Saint Louis, MO,63138,29,189,210100,-93.323715,37.043698
1019,11931 Larimore Rd, Saint Louis, MO,63138,29,189,210100,-93.323715,37.043698
1020,1025 Trampe Ln, Saint Louis, MO,63138,29,189,210100,-93.299131,37.08421
1021,420 Chambers Rd, Saint Louis, MO,63137,29,189,210300,-93.291508,37.077552
1022,11016 Sierra Vista Pkwy, Saint Louis, MO,63138,29,189,210702,-94.485293,36.535693
1023,11831 Bellefontaine Rd, Saint Louis, MO,63138,29,189,210702,-94.552674,39.147825
1024,1724 Redman Rd, Saint Louis, MO,63138,29,189,210702,-93.265139,37.047713
1025,10055 Halls Ferry Rd, Saint Louis, MO,63136,29,189,211801,-92.704283,40.234768
1026,1404 Ferguson Ave, Saint Louis, MO,63133,29,189,214100,-94.543813,39.151635
1027,1436 Ferguson Ave, Saint Louis, MO,63133,29,189,214100,-94.580136,39.148543
1028,2 Millstone Campus Dr, Saint Louis, MO,63146,29,189,215004,-90.704314,38.780243
1029,11022 Schuetz Rd, Saint Louis, MO,63146,29,189,215004,-90.685829,38.82559
1030,6761 Bartmer Ave, Saint Louis, MO,63130,29,189,216000,-90.705335,38.743201
1031,803 Couch Ave, Saint Louis, MO,63122,29,189,218201,-90.733847,38.836693
1032,7952 County Lane 251, Webb City, MO,64870,29,97,11300,-90.711238,38.75742
1033,300 N College St, Webb City, MO,64870,29,97,11400,-90.73307,38.787926
1034,1020 N Main St, Webb City, MO,64870,29,97,11400,-90.722302,38.726971
1035,1401 W Austin St, Webb City, MO,64870,29,97,11400,-91.67862,37.000735
1036,404 Tracy St, Webb City, MO,64870,29,97,11500,-90.73506,38.799509
1038,1264 E Clinton Ave, Seymour, MO,65746,29,225,470401,-90.700043,38.765709
1039,123 N Cordie St, Seymour, MO,65746,29,225,470401,-90.69766,38.774351
1040,315 E Center Ave, Seymour, MO,65746,29,225,470401,-90.74929,38.750384
1041,6500 Arsenal St, Saint Louis, MO,63139,29,510,103400,-90.743887,38.773321
1042,5990 Page Blvd, Saint Louis, MO,63112,29,510,105400,-90.753843,38.765967
1043,5888 Plymouth Ave, Saint Louis, MO,63112,29,510,105400,-90.695091,38.809293
1044,2855 Arlington Ave, Saint Louis, MO,63120,29,510,106400,-90.742998,38.756612
1045,5030 Lexington Ave, Saint Louis, MO,63115,29,510,106400,-90.735939,38.795207
1046,4981 Thrush Ave, Saint Louis, MO,63120,29,510,107400,-90.70027,38.758608
1047,2128 E Gano Ave, Saint Louis, MO,63107,29,510,109700,-90.698979,38.801588
1048,4523 N 19th St, Saint Louis, MO,63107,29,510,109700,-90.738293,38.750469
1049,2125 Bissell St, Saint Louis, MO,63107,29,510,109700,-90.744754,38.765195
1050,1127 N Vandeventer Ave, Saint Louis, MO,63113,29,510,111100,-90.715445,38.7581
1051,3739 Page Blvd, Saint Louis, MO,63113,29,510,111500,-90.699994,38.769618
1052,3035 Cass Ave, Saint Louis, MO,63106,29,510,111500,-90.681567,38.823219
1053,3417 Grace Ave, Saint Louis, MO,63116,29,510,116301,-90.699372,38.809805
1054,210 S Ewing Ave, Saint Louis, MO,63103,29,510,118400,-90.690763,38.814005
1055,1727 Locust St, St Louis, MO,63103,29,510,125500,-90.721259,38.762232
1056,1222 Spruce St, Saint Louis, MO,63103,29,510,125500,-90.696811,38.745735
1057,3820 N 14th St, Saint Louis, MO,63107,29,510,126700,-90.716142,38.787866
1058,1440 S Compton Ave, Saint Louis, MO,63104,29,510,127300,-90.728519,38.763986
1059,3672 McRee Ave, Saint Louis, MO,63110,29,510,127300,-90.685251,38.825561
1060,429 Main St, Pevely, MO,63070,29,99,700601,-90.701746,38.812881
1061,30 W Main St, Pevely, MO,63070,29,99,700601,-94.145796,39.016239
1062,400 Gibbs Ave, Pierce City, MO,65723,29,109,470400,-90.734093,38.838079
1063,515 Burkarth Rd, Warrensburg, MO,64093,29,101,960500,-94.124117,39.004728
1064,522 E Gay St, Warrensburg, MO,64093,29,101,960500,-89.732099,37.501339
1066,729 Pca Rd, Warrensburg, MO,64093,29,101,960600,-93.95634,39.000603
1067,330 E Gay St, Warrensburg, MO,64093,29,101,960600,-93.956206,38.991608
1068,700 W Highway 224, Wellington, MO,64097,29,107,90100,-94.12438,39.00939
1069,800 MO 131, Wellington, MO,64097,29,107,90100,-90.700101,38.772702
1070,80 Main St, Troy, MO,63379,29,113,810301,-89.653082,37.087014
1071,302 S Lincoln Dr, Troy, MO,63379,29,113,810301,-94.128872,39.21436
1072,755 Old Moscow Mills Rd, Troy, MO,63379,29,113,810301,-92.709907,38.12143
1073,19 Fairgrounds Rd, Troy, MO,63379,29,113,810301,-90.699134,38.808846
1074,304 N 4th St, Savannah, MO,64485,29,3,10200,-92.67076,38.106949
1076,12521 State Rte E, Savannah, MO,64485,29,3,10200,-91.49937,38.350944
1077,808 W Price Ave, Savannah, MO,64485,29,3,10200,-91.488037,38.359905
1080,600 S Nebraska St, Rock Port, MO,64482,29,5,950200,-91.502021,38.342056
1082,114 W Francis St, Sturgeon, MO,65284,29,19,1902,-93.231622,37.064855
1083,3501 Gene Field Rd, Saint Joseph, MO,64506,29,21,100,-93.203581,37.020937
1084,4901 Cook Rd, Saint Joseph, MO,64505,29,21,100,-93.203417,37.006305
1085,4901 Cook Rd, Saint Joseph, MO,64505,29,21,100,-93.208539,37.000555
1086,2812 Saint Joseph Ave, Saint Joseph, MO,64505,29,21,300,-93.197754,37.069481
1087,1601 Main St, St Joseph, MO,64505,29,21,400,-92.004734,39.4815
1088,422 N 3rd St, Rich Hill, MO,64779,29,13,70400,-91.977097,39.51266
1089,807 Wood St, Warsaw, MO,65355,29,15,460300,-93.231555,37.063014
1091,812 Sacramento St, Saint Joseph, MO,64503,29,21,3000,-90.496901,37.850245
1092,1703 S 12th St, Saint Joseph, MO,64503,29,21,3000,-90.504241,37.849401
1093,1501 Duncan St, Saint Joseph, MO,64503,29,21,3000,-90.493829,37.842573
1094,405 Karen Dr, Poplar Bluff, MO,63901,29,23,950700,-90.503534,37.844337
1095,228 County Road 468, Poplar Bluff, MO,63901,29,23,950800,-94.661817,39.181229
1096,2602 Gene Field Rd, Saint Joseph, MO,64506,29,21,500,-94.68777,39.190448
1097,3312 Beck Rd, Saint Joseph, MO,64506,29,21,600,-89.819827,36.613234
1098,2848 Jules St, Saint Joseph, MO,64501,29,21,900,-89.868148,37.726821
1099,2302 Angelique St, Saint Joseph, MO,64501,29,21,900,-94.458489,38.715958
1100,515 N 22nd St, Saint Joseph, MO,64501,29,21,900,-89.874514,37.742445
1101,409 S 18th St, Saint Joseph, MO,64501,29,21,1000,-89.882616,37.728366
1102,1226 Angelique St, Saint Joseph, MO,64501,29,21,1000,-89.888882,37.729769
1103,512 N 11th St, Saint Joseph, MO,64501,29,21,1100,-89.859844,37.720438
1104,2802 Renick St, Saint Joseph, MO,64507,29,21,1500,-89.88276,37.722611
1105,2900 Duncan St, Saint Joseph, MO,64507,29,21,1500,-89.870249,37.725247
1106,3712 Pacific St, Saint Joseph, MO,64507,29,21,1600,-89.862459,37.723927
1108,4701 Schoolside Ln, Saint Joseph, MO,64503,29,21,1700,-90.39245,38.28221
1109,3923 Pickett Rd, Saint Joseph, MO,64503,29,21,1700,-94.842359,40.451637
1110,3005 S 36th Pl, Saint Joseph, MO,64503,29,21,1800,-94.717969,39.217598
1111,3425 S 22nd St, Saint Joseph, MO,64503,29,21,2100,-90.687393,37.166055
1112,5003 S 50th St, Saint Joseph, MO,64507,29,21,2200,-90.69736,37.152798
1113,509 Thompson Ave, Saint Joseph, MO,64504,29,21,2300,-90.694351,37.156509
1114,6408 Gordon Ave, Saint Joseph, MO,64504,29,21,2500,-92.908033,38.874784
1115,1810 Winston Dr, Van Buren, MO,63965,29,35,960200,-93.997304,36.949174
1116,1500 W Foxwood Dr, Raymore, MO,64083,29,37,60301,-90.397008,38.283715
1117,501 Johnston Pkwy, Raymore, MO,64083,29,37,60301,-94.756481,39.347781
1118,424 Remington Plaza Ct, Raymore, MO,64083,29,37,60301,-94.769725,39.351537
1119,406 W Pine St, Raymore, MO,64083,29,37,60301,-90.690236,37.161177
1120,400 W Walnut St, Raymore, MO,64083,29,37,60301,-94.741807,39.354066
1121,210 W Walnut St, Raymore, MO,64083,29,37,60302,-94.769214,39.357034
1122,303 S Washington St, Raymore, MO,64083,29,37,60302,-94.769445,39.35754
1123,950 Airport Rd, Osage Beach, MO,0,29,29,950200,-94.455201,39.566521
1124,105 Francis St, Richland, MO,65556,29,29,950900,-94.473289,39.564829
1125,141 Davis St, Stoutland, MO,65567,29,29,950900,-94.263644,38.811714
1126,6600 Royal St, Pleasant Valley, MO,64068,29,47,20801,-94.26584,38.818905
1129,255 S Peculiar Dr, Peculiar, MO,64078,29,37,61002,-93.281709,37.456101
1131,303 E Church St, Ozark, MO,65721,29,43,20302,-94.481968,39.2132
1132,1517 S 4th Ave, Ozark, MO,65721,29,43,20302,-90.401791,36.767662
1133,1910 Selmore Rd, Ozark, MO,65721,29,43,20303,-90.397615,36.740328
1134,3259 N State Highway NN, Ozark, MO,65721,29,43,20306,-90.429027,36.737022
1135,174 N Oak Ave, Sparta, MO,65753,29,43,20400,-90.400761,36.77965
1136,113 Division St, Sparta, MO,65753,29,43,20400,-90.401206,36.771365
1138,5409 Simpson St, Russellville, MO,65074,29,51,20500,-89.715266,36.349818
1139,107 School St, Pilot Grove, MO,65276,29,53,950500,-90.417286,36.762086
1140,305 N 7th St, Plattsburg, MO,64477,29,49,960300,-89.699457,36.431647
1141,104 Bush St, Plattsburg, MO,64477,29,49,960300,-90.778406,37.931698
1143,1405 S Wines St, Salem, MO,65560,29,65,960300,-90.157896,36.949067
1144,801 E Scenic Rivers Blvd, Salem, MO,65560,29,65,960400,-93.582368,40.396064
1147,1011 Commercial Dr, Owensville, MO,65066,29,73,960400,-94.454435,38.804239
1148,202 W Monroe Ave, Owensville, MO,65066,29,73,960400,-94.452987,38.801944
1149,811 N Willow St, Stanberry, MO,64489,29,75,960200,-94.480778,38.812337
1150,901 S National Ave, Springfield, MO,65807,29,77,200,-94.469287,38.815564
1151,1890 E 9th St, Washington, MO,63090,29,71,800201,-94.472039,38.812997
1152,2300 Southbend Dr, Washington, MO,63090,29,71,800201,-94.457332,38.808629
1153,5632 Steutermann Rd, Washington, MO,63090,29,71,800202,-94.456997,38.804468
1154,901 Bieker Rd, Washington, MO,63090,29,71,800202,-94.46529,38.965889
1155,1570 W 5th St, Washington, MO,63090,29,71,800300,-94.465689,39.003528
1156,207 S Jefferson Ave, Union, MO,63084,29,71,800601,-94.462594,39.015767
1157,117 Hickory Cir, Union, MO,63084,29,71,800601,-94.458873,39.008536
1158,1 Clark Dr, Union, MO,63084,29,71,800601,-94.461838,39.007722
1159,1581 Clearview Rd, Union, MO,63084,29,71,800601,-93.382344,36.75363
1163,101 Weber Dr, Saint Clair, MO,63077,29,71,800902,-93.384419,36.731064
1164,895 Bardot St, St Clair, MO,63077,29,71,800902,-93.473046,37.120286
1165,7 Paul Parks Dr, Saint Clair, MO,63077,29,71,800902,-93.466692,37.129789
1166,105 T-Box Dr, Saint Clair, MO,63077,29,71,800902,-93.458953,37.130519
1828,,,,,,,,-90.986693,38.417223
1168,36 Taylor St, Sullivan, MO,63080,29,71,801101,-93.477298,37.122226
1169,1132 Elmont Rd, Sullivan, MO,63080,29,71,801102,-93.477871,37.122119
1170,421 E Sunshine St, Springfield, MO,65807,29,77,300,-93.475724,37.123151
1171,1601 W Sunshine St, Springfield, MO,65807,29,77,400,-93.480156,37.126838
1172,1051 S Grant Ave, Springfield, MO,65807,29,77,400,-93.480206,37.126545
1173,1042 S Douglas Ave, Springfield, MO,65807,29,77,400,-93.493278,37.118759
1174,906 W Portland St, Springfield, MO,65807,29,77,400,-92.411617,37.859892
1175,1033 N Grant Ave, Springfield, MO,65802,29,77,600,-93.490143,37.121318
1176,637 W Tampa St, Springfield, MO,65802,29,77,600,-94.366523,38.099864
1177,1632 N Robberson Ave, Springfield, MO,65803,29,77,700,-93.480123,37.127786
1178,1108 N Robberson Ave, Springfield, MO,65802,29,77,700,-90.308015,38.633024
1179,1409 N Washington Ave, Springfield, MO,65802,29,77,700,-95.486674,40.424351
1181,811 E Division St, Springfield, MO,65803,29,77,700,-89.823048,36.553414
1182,622 S Pickwick Ave, Springfield, MO,65802,29,77,900,-95.517272,40.409649
1183,1333 E Grand St, Springfield, MO,65804,29,77,900,-91.758107,37.955177
1184,1505 S Delaware Ave, Springfield, MO,65804,29,77,1000,-91.739867,37.95146
1185,1551 E Portland St, Springfield, MO,65804,29,77,1000,-92.440008,38.512998
1187,536 E Cherokee St, Springfield, MO,65807,29,77,1200,-91.527584,37.635585
1188,925 E Seminole St, Springfield, MO,65807,29,77,1200,-91.536217,37.644367
1189,2403 S Holland Ave, Springfield, MO,65807,29,77,1200,-91.543815,37.63333
1190,2927 S Kimbrough Ave, Springfield, MO,65807,29,77,1301,-92.796584,39.420042
1191,2723 S Meadowbrook Ave, Springfield, MO,65807,29,77,1400,-94.130763,37.069401
1192,2872 S Meadowbrook Ave, Springfield, MO,65807,29,77,1400,-94.828797,39.94385
1193,2555 S Campbell Ave, Springfield, MO,65807,29,77,1500,-94.785567,39.943458
1194,2352 S Weaver Ave, Springfield, MO,65807,29,77,1500,-94.786371,39.943582
1195,420 W Broadmoor St, Springfield, MO,65807,29,77,1500,-94.834131,39.939288
1196,2343 W Olive St, Springfield, MO,65802,29,77,1700,-89.532776,37.206872
1198,2100 W Nichols St, Springfield, MO,65802,29,77,1800,-93.202592,38.674523
1199,2740 N Mayfair Ave, Springfield, MO,65803,29,77,2200,-89.509182,37.220157
1200,552 N Stewart Ave, Springfield, MO,65802,29,77,2300,-93.248152,38.70592
1201,2934 E Bennett St, Springfield, MO,65804,29,77,2402,-93.21356,38.705337
1202,1926 S Ingram Mill Rd, Springfield, MO,65804,29,77,2502,-93.256635,38.684024
1203,2937 S Claremont Ave, Springfield, MO,65804,29,77,2502,-95.014435,39.58806
1204,2120 S Ventura Ave, Springfield, MO,65804,29,77,2502,-93.240284,38.697969
1205,2120 E Barataria St, Springfield, MO,65804,29,77,2600,-93.281586,38.714534
1206,2214 E Seminole St, Springfield, MO,65804,29,77,2600,-93.245126,38.68444
1207,950 E Primrose St, Springfield, MO,65807,29,77,2800,-93.208973,38.693843
1208,3559 South Ave, Springfield, MO,65807,29,77,2800,-93.214677,38.699644
1209,3745 S Broadway Ave, Springfield, MO,65807,29,77,2900,-93.26472,38.696133
1210,3386 S Scenic Ave, Springfield, MO,65807,29,77,3002,-93.246288,38.687479
1211,3146 S Golden Ave, Springfield, MO,65807,29,77,3002,-93.217065,38.710952
1212,3216 S Scenic Ave, Springfield, MO,65807,29,77,3002,-93.224714,38.708357
1213,2826 W Chestnut Expy, Springfield, MO,65802,29,77,3100,-93.254436,38.707501
1214,415 S Golden Ave, Springfield, MO,65802,29,77,3100,-92.75186,37.146159
1215,2814 N Fremont Ave, Springfield, MO,65803,29,77,3600,-92.766357,37.148118
1216,3414 S Mentor Ave, Springfield, MO,65804,29,77,3900,-92.76444,37.147712
1218,1439 E Lark St, Springfield, MO,65804,29,77,4001,-89.585294,36.878356
1219,201 E Cardinal St, Springfield, MO,65810,29,77,4001,-89.598848,36.872983
1221,1120 E Farm Road 182, Springfield, MO,65810,29,77,4003,-89.586011,36.880266
1222,2121 W Republic Rd, Springfield, MO,65807,29,77,4102,-89.621457,36.98047
1223,2200 W Republic Rd, Springfield, MO,65807,29,77,4102,-89.611946,36.926587
1224,5005 S Farm Road 135, Springfield, MO,65810,29,77,4102,-89.570907,36.876383
1225,4051 S Scenic Ave, Springfield, MO,65807,29,77,4102,-89.594904,36.882711
1226,3055 W Kildee Ln, Springfield, MO,65810,29,77,4102,-89.574189,36.87548
1227,2238 W Kingsley St, Springfield, MO,65807,29,77,4102,-89.547633,36.876852
1228,2101 W Farm Road 182, Springfield, MO,65810,29,77,4103,-89.597193,36.876563
1229,246 N Farm Road 115, Springfield, MO,65802,29,77,4302,-93.064512,39.223616
1230,3601 N Farm Road 139, Springfield, MO,65803,29,77,4302,-93.093234,38.679017
1231,218 W McCabe St, Strafford, MO,65757,29,77,4600,-93.093234,38.679017
1232,505 E Harrison St, Republic, MO,65738,29,77,4803,-89.642394,36.890004
1234,235 E Anderson St, Republic, MO,65738,29,77,4803,-94.579442,39.36994
1235,234 E Anderson St, Republic, MO,65738,29,77,4803,-93.08263,37.002009
1236,518 N Hampton Ave, Republic, MO,65738,29,77,4803,-93.085718,37.004929
1237,636 N Main Ave, Republic, MO,65738,29,77,4803,-93.270986,37.225787
1238,201 E State Highway 174, Republic, MO,65738,29,77,4803,-94.5837,39.361449
1239,800 W State Highway 174, Republic, MO,65738,29,77,4803,-93.270539,37.135602
1241,720 N Main Ave, Republic, MO,65738,29,77,4803,-93.271402,37.135728
1242,2425 N Pine Ave, Springfield, MO,65802,29,77,4900,-93.274695,37.239781
1243,105 Willey St, Willard, MO,65781,29,77,5002,-93.311531,37.234018
1244,732 W Talmage St, Springfield, MO,65803,29,77,5600,-93.314755,37.166168
1245,2205 W Kearney St, Springfield, MO,65803,29,77,5600,-93.269588,37.203308
1246,1714 S Enterprise Ave, Springfield, MO,65804,29,77,5700,-93.225793,37.177636
1247,2220 E Grand St, Springfield, MO,65804,29,77,5700,-93.290516,37.228129
1248,2411 W Catalpa St, Springfield, MO,65807,29,77,5800,-93.282392,37.147014
1249,901 E 2nd St, Trenton, MO,64683,29,79,960300,-93.295607,37.168895
1250,1807 Chestnut St, Trenton, MO,64683,29,79,960300,-93.313276,37.182555
1251,721 Emma St, Trenton, MO,64683,29,79,960400,-93.288725,37.178455
1252,10286 State Route 17, West Plains, MO,65775,29,91,90500,-94.583466,39.396634
1253,2027 Clark Ave, West Plains, MO,65775,29,91,90700,-93.276581,37.150504
1254,704 E Main St, West Plains, MO,65775,29,91,90700,-93.293741,37.148926
1255,319 Pierce St, West Plains, MO,65775,29,91,90700,-93.267642,37.21852
1256,613 W 1st St, West Plains, MO,65775,29,91,90800,-93.251029,37.183067
1257,995 Preacher Roe Blvd, West Plains, MO,65775,29,91,90800,-93.27513,37.229463
1258,906 W 1st St, West Plains, MO,65775,29,91,90800,-93.322275,37.138403
1259,3209 US Hwy 160, West Plains, MO,65775,29,91,90400,-93.333407,37.212008
1260,19778 Sackett Ln, Waynesville, MO,65583,29,169,470400,-93.252456,37.195831
1261,1702 Long Dr, Waynesville, MO,65583,29,169,470400,-93.23558,37.159722
1262,704 Historic Route 66, Waynesville, MO,65583,29,169,470400,-93.298542,37.219314
1263,2350 Saint Clair Ave, Saint Louis, MO,63144,29,189,217400,-93.294394,37.134215
1264,2100 S Mason Rd, Saint Louis, MO,63131,29,189,217701,-93.282905,37.174864
1265,715 S Mason Rd, Saint Louis, MO,63141,29,189,217702,-93.290774,37.220093
1266,1767 Union Rd, Saint Louis, MO,63125,29,189,220100,-93.286509,37.204178
1267,9828 S Broadway, Saint Louis, MO,63125,29,189,220200,-93.332078,37.15338
1268,3131 Koch Rd, Saint Louis, MO,63125,29,189,220300,-93.276359,37.149651
1269,967 Forder Rd, Saint Louis, MO,63129,29,189,220431,-93.298776,37.205917
1270,4710 South Dr, Saint Louis, MO,63129,29,189,220431,-93.229058,37.245045
1271,4900 Ringer Rd, Saint Louis, MO,63129,29,189,220431,-93.390462,37.212995
1273,4105 Telegraph Rd, Saint Louis, MO,63129,29,189,220441,-93.299278,37.19546
1274,2580 Baumgartner Rd, Saint Louis, MO,63129,29,189,220443,-93.300391,37.195787
1275,6912 Woodsmere Cir, Saint Louis, MO,63129,29,189,220444,-93.321217,37.263034
1276,7700 Fine Rd, Saint Louis, MO,63129,29,189,220444,-93.297659,37.2137
1277,5660 Telegraph Rd, Saint Louis, MO,63129,29,189,220445,-93.271585,37.181121
1278,6060 Telegraph Rd, Saint Louis, MO,63129,29,189,220445,-93.302776,37.225831
1279,6040 Telegraph Rd, Saint Louis, MO,63129,29,189,220445,-93.285604,37.224072
1280,5966 Telegraph Rd, Saint Louis, MO,63129,29,189,220445,-93.341248,37.15698
1281,716 Reavis Barracks Rd, Saint Louis, MO,63125,29,189,220501,-93.324124,37.138273
1282,2549 Telegraph Rd, Saint Louis, MO,63125,29,189,220501,-93.277009,37.240602
1283,2338 Lemay Ferry Rd, Saint Louis, MO,63125,29,189,220501,-93.260089,37.213797
1284,623 W Ripa Ave, Saint Louis, MO,63125,29,189,220501,-93.301843,37.185914
1285,9994 Tesson Creek Estates Dr, Saint Louis, MO,63123,29,189,220601,-93.266933,37.186842
1286,3612 Union Rd, Saint Louis, MO,63125,29,189,220602,-93.268095,37.228266
1287,2050 Union Rd, Saint Louis, MO,63125,29,189,220602,-93.289933,37.204974
1289,1026 Union St, Unionville, MO,63565,29,171,960200,-93.235771,37.187924
1290,701 N 18th St, Unionville, MO,63565,29,171,960200,-93.304678,37.145962
1291,1 Main St, Valley Park, MO,63088,29,189,218102,-93.286097,37.161456
1293,1230 Dougherty Ferry Rd, Valley Park, MO,63088,29,189,218103,-93.322705,37.11662
1294,10823 Big Bend Rd, Saint Louis, MO,63122,29,189,218300,-93.256071,37.163142
1295,341 S Kirkwood Rd, Saint Louis, MO,63122,29,189,218300,-93.271942,37.140242
1296,514 E Argonne Dr, Saint Louis, MO,63122,29,189,218600,-93.272968,37.196523
1297,3135 S Brentwood Blvd, Saint Louis, MO,63144,29,189,218900,-93.342541,37.123677
1298,906 N Rock Hill Rd, Saint Louis, MO,63119,29,189,218900,-93.231005,37.150511
1797,,,,,,,,-92.515941,37.814845
1798,,,,,,,,-92.991883,38.446591
1299,803 Lafayette Ave, Webster Groves, MO,63119,29,189,218900,-93.305962,37.172324
1300,44 N Gore Ave, Saint Louis, MO,63119,29,189,219200,-93.243229,37.174775
1301,4320 S Lindbergh Blvd, Saint Louis, MO,63127,29,189,220803,-93.271965,37.148766
1302,10109 Watson Rd, Saint Louis, MO,63127,29,189,221000,-93.299178,37.23616
1303,11232 Big Bend Rd, Saint Louis, MO,63122,29,189,221100,-93.298788,37.205118
1305,9750 Sappington Rd, Saint Louis, MO,63128,29,189,221202,-93.332456,37.140235
1306,6401 Hagemann Rd, Saint Louis, MO,63128,29,189,221335,-93.290246,37.18229
1307,6131 Leona St, Saint Louis, MO,63116,29,510,101300,-93.277954,37.217815
1308,725 Bellerive Blvd, Saint Louis, MO,63111,29,510,101400,-93.286328,37.170266
1309,8221 Minnesota Ave, Saint Louis, MO,63111,29,510,101500,-93.253752,37.173877
1310,7925 Minnesota Ave, Saint Louis, MO,63111,29,510,101500,-93.325616,37.193679
1311,516 Loughborough Ave, Saint Louis, MO,63111,29,510,101500,-93.276301,37.198362
1312,7814 S Broadway, Saint Louis, MO,63111,29,510,101800,-93.295852,37.171234
1314,5835 Macklind Ave, Saint Louis, MO,63109,29,510,102200,-93.429105,37.242743
1315,5910 Clifton Ave, Saint Louis, MO,63109,29,510,102200,-93.289998,37.202879
1316,1725 Hwy 109, Wildwood, MO,63038,29,189,221621,-93.281661,37.116229
1317,2001 Shepard Rd, Wildwood, MO,63038,29,189,221621,-93.323683,37.210023
1829,,,,,,,,-91.007906,38.444015
1318,513 Strecker Rd, Wildwood, MO,63011,29,189,221626,-93.331988,37.157459
1319,8119 Airport Rd, Saint Louis, MO,63134,29,189,221800,-93.282053,37.226219
1320,6315 Garfield Ave, Saint Louis, MO,63134,29,189,221800,-93.340733,37.127629
1321,5931 Hancock Ave, Saint Louis, MO,63134,29,189,221800,-93.339363,37.207452
1322,5300 Butler Hill Rd, Saint Louis, MO,63128,29,189,222000,-93.27513,37.229463
